학교구분,학교명,본분교,지역,설립구분,도로명주소,지번주소,위도,경도,학교개교일
대학,국립강릉원주대학교,본교,강원,국립,강원특별자치도 강릉시 죽헌길 7,강원특별자치도 강릉시 지변동 123,37.76569493,128.8700048,1979-03-01
대학,국립강릉원주대학교,제2캠퍼스,강원,국립,강원특별자치도 원주시 흥업면 남원로 150,강원특별자치도 원주시 흥업면 흥업리 7,37.30517245,127.9221473,2007-03-01
대학,강원대학교,본교,강원,국립,강원특별자치도 춘천시 강원대학길 1,강원특별자치도 춘천시 효자동 192-1,37.86802431,127.7483874,1970-03-01
대학,강원대학교,제2캠퍼스,강원,국립,강원특별자치도 삼척시 중앙로 346,강원특별자치도 삼척시 교동 777,37.45079204,129.1599405,2006-03-01
대학,경북대학교,본교,대구,국립,대구광역시 북구 대학로 80,대구광역시 북구 산격동 1370-1,35.88909749,128.6143223,1946-05-28
대학,경상국립대학교,본교,경남,국립,경상남도 진주시 진주대로 501,경상남도 진주시 가좌동 900,35.15671422,128.0980014,1910-04-30
대학,국립공주대학교,본교,충남,국립,충청남도 공주시 공주대학로 56,충청남도 공주시 신관동 182,36.46684834,127.1386693,1948-07-31
대학,국립군산대학교,본교,전북,국립,전북특별자치도 군산시 대학로 558,전북특별자치도 군산시 미룡동 290-2,35.95034571,126.6803568,1979-01-18
대학,국립금오공과대학교,본교,경북,국립,경상북도 구미시 대학로 61,경상북도 구미시 양호동 1,36.14563154,128.3878819,1980-03-01
대학,국립목포대학교,본교,전남,국립,전라남도 무안군 청계면 영산로 1666,전라남도 무안군 청계면 도림리 61,34.91030656,126.4402102,1946-10-31
대학,국립목포해양대학교,본교,전남,국립,전라남도 목포시 해양대학로 91,전라남도 목포시 죽교동 562-84,34.78996375,126.3658262,1993-03-01
대학,국립부경대학교,본교,부산,국립,부산광역시 남구 용소로 45,부산광역시 남구 대연동 430-1,35.13116783,129.1048238,1996-07-06
대학,부산대학교,본교,부산,국립,부산광역시 금정구 부산대학로63번길 2,부산광역시 금정구 장전동 40,35.2322428,129.0838245,1946-05-15
대학,서울대학교,본교,서울,국립대법인,서울특별시 관악구 관악로 1,서울특별시 관악구 신림동 산 56-1,37.46803806,126.9592943,1946-08-22
대학,국립순천대학교,본교,전남,국립,전라남도 순천시 중앙로 255,전라남도 순천시 석현동 313,34.96676128,127.4809231,1982-03-10
대학,국립안동대학교,본교,경북,국립,경상북도 안동시 경동로 1375,경상북도 안동시 송천동 388,36.5414385,128.797564,1979-03-12
대학,전남대학교,본교,광주,국립,광주광역시 북구 용봉로 45,광주광역시 북구 용봉동 300,35.1729465,126.9011018,1951-10-06
대학,전남대학교,제2캠퍼스,전남,국립,전라남도 여수시 대학로 50,전라남도 여수시 둔덕동 산 96-1,34.7729995,127.7005509,2006-03-01
대학,전북대학교,본교,전북,국립,전북특별자치도 전주시 덕진구 백제대로 567,전북특별자치도 전주시 덕진구 금암동 663,35.8411407,127.13159,1951-10-06
대학,제주대학교,본교,제주,국립,제주특별자치도 제주시 제주대학로 102,제주특별자치도 제주시 아라일동 1,33.45723698,126.5642939,1952-05-27
대학,국립창원대학교,본교,경남,국립,경상남도 창원시 의창구 창원대학로 20,경상남도 창원시 의창구 퇴촌동 69,35.24700312,128.6919277,1969-03-21
대학,충남대학교,본교,대전,국립,대전광역시 유성구 대학로 99,대전광역시 유성구 궁동 220,36.36836824,127.3420015,1952-05-25
대학,충북대학교,본교,충북,국립,충청북도 청주시 서원구 충대로 1,충청북도 청주시 서원구 개신동 12,36.63003782,127.4547916,1951-09-27
대학,한국교원대학교,본교,충북,국립,충청북도 청주시 흥덕구 강내면 태성탑연로 250,충청북도 청주시 흥덕구 강내면 다락리 산 7,36.6056652,127.3573247,1984-03-15
대학,한국체육대학교,본교,서울,국립,서울특별시 송파구 양재대로 1239,서울특별시 송파구 방이동 88-15,37.51990463,127.1320005,1976-12-30
대학,국립한국해양대학교,본교,부산,국립,부산광역시 영도구 태종로 727,부산광역시 영도구 동삼동 1,35.07440796,129.0873481,1945-11-05
대학,국립한국교통대학교,본교,충북,국립,충청북도 충주시 대소원면 대학로 50,충청북도 충주시 대소원면 검단리 123,36.9688467,127.8727694,1914-04-01
대학,경남과학기술대학교,본교,경남,국립,경상남도 진주시 동진로 33,경상남도 진주시 칠암동 150-1,35.17926588,128.0920809,1910-04-30
대학,서울과학기술대학교,본교,서울,국립,서울특별시 노원구 공릉로 232,서울특별시 노원구 공릉동 172,37.63307893,127.0767947,2012-03-01
대학,한경국립대학교,본교,경기,국립,경기도 안성시 중앙로 327,경기도 안성시 석정동 55,37.01020238,127.2637664,1939-04-15
대학,국립한밭대학교,본교,대전,국립,대전광역시 유성구 동서대로 125,대전광역시 유성구 덕명동 16-1,36.34526854,127.3052522,2012-03-01
대학,서울시립대학교,본교,서울,공립,서울특별시 동대문구 서울시립대로 163,서울특별시 동대문구 전농동 694,37.58257758,127.0599881,1918-05-01
대학,가톨릭대학교,본교,경기,사립,경기도 부천시 원미구 지봉로 43,경기도 부천시 원미구 역곡동 산 43-1,37.48753137,126.7986015,1995-03-01
대학,가톨릭대학교,제2캠퍼스,서울,사립,서울특별시 서초구 반포대로 222,서울특별시 서초구 반포동 505,37.50239362,127.0058606,1995-03-01
대학,가톨릭대학교,제3캠퍼스,서울,사립,서울특별시 종로구 창경궁로 296-12,서울특별시 종로구 혜화동 90-1,37.58490098,127.0047707,1995-03-01
대학,감리교신학대학교,본교,서울,사립,서울특별시 서대문구 독립문로 56,서울특별시 서대문구 냉천동 31,37.56791676,126.9618924,1887-09-29
대학,강남대학교,본교,경기,사립,경기도 용인시 기흥구 강남로 40,경기도 용인시 기흥구 구갈동 111,37.27412539,127.1320999,1948-08-12
대학,건국대학교,본교,서울,사립,서울특별시 광진구 능동로 120,서울특별시 광진구 화양동 1,37.53918267,127.0747119,1931-05-15
대학,건국대학교(글로컬),분교,충북,사립,충청북도 충주시 충원대로 268,충청북도 충주시 단월동 322,36.94878087,127.9124302,1980-01-05
대학,건양대학교,본교,충남,사립,충청남도 논산시 대학로 121,충청남도 논산시 내동 26,36.18215192,127.1096874,1990-11-28
대학,건양대학교,제2캠퍼스,대전,사립,대전광역시 서구 관저동로 158,대전광역시 서구 관저동 1643,36.30778182,127.3426468,1990-11-28
대학,경기대학교,본교,경기,사립,경기도 수원시 영통구 광교산로 154-42,경기도 수원시 영통구 이의동 산 94-6,37.29801369,127.0331167,1947-11-08
대학,경기대학교,제2캠퍼스,서울,사립,서울특별시 서대문구 경기대로9길 24,서울특별시 서대문구 충정로2가 67-9,37.56519469,126.9622242,1947-11-08
대학,경남대학교,본교,경남,사립,경상남도 창원시 마산합포구 경남대학로 7,경상남도 창원시 마산합포구 월영동 449,35.18432093,128.5550964,1946-12-27
대학,경동대학교,본교,강원,사립,강원특별자치도 고성군 토성면 봉포4길 46,강원특별자치도 고성군 토성면 봉포리 306-5,38.25153391,128.5565425,1997-03-01
대학,대구한의대학교,본교,경북,사립,경상북도 경산시 한의대로 1,경상북도 경산시 유곡동 290-1,35.79398805,128.7773243,1980-12-29
대학,경성대학교,본교,부산,사립,부산광역시 남구 수영로 309,부산광역시 남구 대연동 산 37-1,35.13843836,129.100099,1963-01-28
대학,가천대학교,본교,경기,사립,경기도 성남시 수정구 성남대로 1342,경기도 성남시 수정구 복정동 620-2,37.45123487,127.1293943,2012-03-01
대학,경일대학교,본교,경북,사립,경상북도 경산시 하양읍 가마실길 50,경상북도 경산시 하양읍 부호리 33,35.91106895,128.8020451,1996-12-11
대학,신경주대학교,본교,경북,사립,경상북도 경주시 태종로 188,경상북도 경주시 효현동 670,35.82926585,129.1632394,1987-12-12
대학,경희대학교,본교,서울,사립,서울특별시 동대문구 경희대로 26,서울특별시 동대문구 회기동 1-5,37.59394914,127.054891,1951-05-18
대학,계명대학교,본교,대구,사립,대구광역시 달서구 달구벌대로 1095,대구광역시 달서구 신당동 1000-2,35.85355435,128.4814938,1954-05-20
대학,고려대학교,본교,서울,사립,서울특별시 성북구 안암로 145,서울특별시 성북구 안암동5가 1-2,37.58649222,127.0309796,1905-05-05
대학,고려대학교(세종),분교,세종,사립,세종특별자치시 조치원읍 세종로 2511,세종특별자치시 조치원읍 서창리 208,36.61169462,127.2910027,1980-03-02
대학,고신대학교,본교,부산,사립,부산광역시 영도구 와치로 194,부산광역시 영도구 동삼동 516-36,35.07946942,129.0621819,1946-09-20
대학,가톨릭관동대학교,본교,강원,사립,강원특별자치도 강릉시 범일로579번길 24,강원특별자치도 강릉시 내곡동 522,37.73732878,128.8737046,1955-04-26
대학,광신대학교,본교,광주,사립,광주광역시 북구 양산택지소로 36,광주광역시 북구 본촌동 130,35.21603426,126.8848545,1996-12-11
대학,광운대학교,본교,서울,사립,서울특별시 노원구 광운로 20,서울특별시 노원구 월계동 447-1,37.61932035,127.0583381,1934-05-20
대학,광주가톨릭대학교,본교,전남,사립,전라남도 나주시 남평읍 중남길 12-25,전라남도 나주시 남평읍 남석리 산 67-1,35.01543518,126.8638867,1965-01-13
대학,광주여자대학교,본교,광주,사립,광주광역시 광산구 광주여대길 40,광주광역시 광산구 산정동 산 105-1,35.16312291,126.7963249,1997-03-03
대학,국민대학교,본교,서울,사립,서울특별시 성북구 정릉로 77,서울특별시 성북구 정릉동 861-1,37.61028784,126.9985206,1946-09-01
대학,강서대학교,본교,서울,사립,서울특별시 강서구 까치산로24길 47,서울특별시 강서구 화곡동 953-1,37.54868531,126.8541565,1958-04-19
대학,극동대학교,본교,충북,사립,충청북도 음성군 감곡면 대학길 76-32,충청북도 음성군 감곡면 왕장리 234-4,37.12825493,127.641871,1997-12-05
대학,나사렛대학교,본교,충남,사립,충청남도 천안시 서북구 월봉로 48,충청남도 천안시 서북구 쌍용동 456,36.79834753,127.1194779,1954-09-14
대학,단국대학교,본교,경기,사립,경기도 용인시 수지구 죽전로 152,경기도 용인시 수지구 죽전동 1491,37.32119387,127.1325359,1947-11-03
대학,대구대학교,본교,경북,사립,경상북도 경산시 진량읍 대구대로 201,경상북도 경산시 진량읍 내리리 15,35.90453897,128.8428133,1956-05-01
대학,대구예술대학교,본교,경북,사립,경상북도 칠곡군 가산면 다부거문1길 202,경상북도 칠곡군 가산면 다부리 860,36.03142013,128.5080915,1996-12-11
대학,대구가톨릭대학교,본교,경북,사립,경상북도 경산시 하양읍 하양로 13-13,경상북도 경산시 하양읍 금락리 산 35,35.90896711,128.807422,1914-10-01
대학,세한대학교,본교,전남,사립,전라남도 영암군 삼호읍 녹색로 1113,전라남도 영암군 삼호읍 산호리 280-1,34.74537742,126.483264,1994-03-10
대학,대신대학교,본교,경북,사립,경상북도 경산시 경청로222길 33,경상북도 경산시 백천동 137,35.80394479,128.7451373,1996-12-11
대학,대전가톨릭대학교,본교,세종,사립,세종특별자치시 전의면 가톨릭대학로 30,세종특별자치시 전의면 신방리 263-3,36.6545677,127.1970103,1993-03-01
대학,대전대학교,본교,대전,사립,대전광역시 동구 대학로 62,대전광역시 동구 용운동 96-3,36.33669617,127.4590019,1980-12-29
대학,대진대학교,본교,경기,사립,경기도 포천시 호국로 1007,경기도 포천시 선단동 산 11-1,37.87381021,127.1575541,1991-11-15
대학,서울기독대학교,본교,서울,사립,서울특별시 은평구 갈현로4길 26-2,서울특별시 은평구 신사동 1-19,37.60075686,126.9121924,1997-12-05
대학,덕성여자대학교,본교,서울,사립,서울특별시 도봉구 삼양로144길 33,서울특별시 도봉구 쌍문동 419,37.64950908,127.0163952,1950-05-17
대학,동국대학교,본교,서울,사립,서울특별시 중구 필동로1길 30,서울특별시 중구 필동3가 26-1,37.55893664,126.9987376,1946-09-20
대학,동국대학교(WISE),분교,경북,사립,경상북도 경주시 동대로 123,경상북도 경주시 석장동 707,35.86479385,129.1910309,1978-10-12
대학,동덕여자대학교,본교,서울,사립,서울특별시 성북구 화랑로13길 60,서울특별시 성북구 하월곡동 23-1,37.60681483,127.0411763,1950-05-27
대학,동서대학교,본교,부산,사립,부산광역시 사상구 주례로 47,부산광역시 사상구 주례동 88,35.14611992,129.0070172,1992-03-02
대학,동신대학교,본교,전남,사립,전라남도 나주시 동신대길 67,전라남도 나주시 대호동 252,35.04962488,126.7179925,1986-12-31
대학,동아대학교,본교,부산,사립,부산광역시 사하구 낙동대로550번길 37,부산광역시 사하구 하단동 840,35.11880939,128.968085,1946-11-01
대학,동양대학교,본교,경북,사립,경상북도 영주시 풍기읍 동양대로 145,경상북도 영주시 풍기읍 산법리 574,36.88580302,128.5297793,1994-03-01
대학,동의대학교,본교,부산,사립,부산광역시 부산진구 엄광로 176,부산광역시 부산진구 가야동 467,35.14432081,129.0363092,1979-01-10
대학,루터대학교,본교,경기,사립,경기도 용인시 기흥구 금화로82번길 20,경기도 용인시 기흥구 상갈동 17,37.26443438,127.1133734,1997-12-05
대학,명지대학교,본교,경기,사립,경기도 용인시 처인구 명지로 116,경기도 용인시 처인구 남동 555,37.22180726,127.1901837,1948-09-07
대학,명지대학교,제2캠퍼스,서울,사립,서울특별시 서대문구 거북골로 34,서울특별시 서대문구 남가좌동 50-3,37.58037702,126.9213485,1948-09-07
대학,목원대학교,본교,대전,사립,대전광역시 서구 도안북로 88,대전광역시 서구 도안동 800,36.32886613,127.3374467,1965-01-13
대학,배재대학교,본교,대전,사립,대전광역시 서구 배재로 155-40,대전광역시 서구 도마동 439-6,36.32323828,127.3660745,1980-12-29
대학,부산가톨릭대학교,본교,부산,사립,부산광역시 금정구 오륜대로 57,부산광역시 금정구 부곡동 9,35.24467531,129.096872,1990-12-24
대학,부산외국어대학교,본교,부산,사립,부산광역시 금정구 금샘로485번길 65,부산광역시 금정구 남산동 857-1,35.26618949,129.0805533,1982-03-12
대학,삼육대학교,본교,서울,사립,서울특별시 노원구 화랑로 815,서울특별시 노원구 공릉동 26-21,37.64335737,127.1088503,1962-02-27
대학,상명대학교,본교,서울,사립,서울특별시 종로구 홍지문2길 20,서울특별시 종로구 홍지동 7-1,37.60410891,126.9551595,1965-01-13
대학,상지대학교,본교,강원,사립,강원특별자치도 원주시 상지대길 83,강원특별자치도 원주시 우산동 660,37.36911929,127.9299151,1955-06-10
대학,서강대학교,본교,서울,사립,서울특별시 마포구 백범로 35,서울특별시 마포구 신수동 1-1,37.55146931,126.943025,1960-04-18
대학,서경대학교,본교,서울,사립,서울특별시 성북구 서경로 124,서울특별시 성북구 정릉동 산 16-1,37.61541478,127.0135658,1992-09-01
대학,서울신학대학교,본교,경기,사립,경기도 부천시 소사구 호현로489번길 52,경기도 부천시 소사구 소사본동 101-1,37.47832495,126.7900035,1959-02-26
대학,서울여자대학교,본교,서울,사립,서울특별시 노원구 화랑로 621,서울특별시 노원구 공릉동 126,37.62878266,127.0889915,1960-12-12
대학,서울장신대학교,본교,경기,사립,경기도 광주시 경안로 145,경기도 광주시 경안동 219-1,37.40918211,127.2454526,1984-12-21
대학,서원대학교,본교,충북,사립,충청북도 청주시 서원구 무심서로 377-3,충청북도 청주시 서원구 모충동 231,36.62597974,127.4821176,1968-03-09
대학,선문대학교,본교,충남,사립,충청남도 아산시 탕정면 선문로221번길 70,충청남도 아산시 탕정면 갈산리 100,36.80104126,127.0757328,1986-03-03
대학,성결대학교,본교,경기,사립,경기도 안양시 만안구 성결대학로 53,경기도 안양시 만안구 안양동 400-10,37.37986572,126.9288104,1965-01-13
대학,성공회대학교,본교,서울,사립,서울특별시 구로구 연동로 320,서울특별시 구로구 항동 1-1,37.4875236,126.8261635,1992-12-23
대학,성균관대학교,본교,서울,사립,서울특별시 종로구 성균관로 25-2,서울특별시 종로구 명륜3가 53-21,37.58722841,126.9931151,1946-09-25
대학,성신여자대학교,본교,서울,사립,서울특별시 성북구 보문로34다길 2,서울특별시 성북구 돈암동 173-1,37.59165248,127.0221456,1965-01-13
대학,세명대학교,본교,충북,사립,충청북도 제천시 세명로 65,충청북도 제천시 신월동 579,37.17384235,128.1961585,1990-11-28
대학,세종대학교,본교,서울,사립,서울특별시 광진구 능동로 209,서울특별시 광진구 군자동 98,37.55160814,127.0731832,1978-10-07
대학,수원가톨릭대학교,본교,경기,사립,경기도 화성시 봉담읍 왕림1길 67,경기도 화성시 봉담읍 왕림리 220-1,37.19578749,126.9331917,1984-03-02
대학,수원대학교,본교,경기,사립,경기도 화성시 봉담읍 와우안길 17,경기도 화성시 봉담읍 와우리 1-2,37.21011748,126.9794804,1981-12-26
대학,숙명여자대학교,본교,서울,사립,서울특별시 용산구 청파로47길 90,서울특별시 용산구 청파동2가 53,37.54528623,126.9654125,1938-12-21
대학,순천향대학교,본교,충남,사립,충청남도 아산시 신창면 순천향로 22,충청남도 아산시 신창면 읍내리 646,36.77137189,126.9341338,1978-03-01
대학,숭실대학교,본교,서울,사립,서울특별시 동작구 상도로 369,서울특별시 동작구 상도동 511,37.49642897,126.9551579,1897-10-10
대학,신라대학교,본교,부산,사립,부산광역시 사상구 백양대로700번길 140,부산광역시 사상구 괘법동 산 1-23,35.17204045,128.997735,1969-12-27
대학,아신대학교,본교,경기,사립,경기도 양평군 옥천면 경강로 1276,경기도 양평군 옥천면 아신리 산 151-1,37.51121707,127.4289283,1981-12-26
대학,아주대학교,본교,경기,사립,경기도 수원시 영통구 월드컵로 206,경기도 수원시 영통구 원천동 산 5-1,37.28305638,127.04366,1973-03-15
대학,안양대학교,본교,경기,사립,경기도 안양시 만안구 삼덕로37번길 22,경기도 안양시 만안구 안양동 708-113,37.39176819,126.9205263,1948-09-17
대학,안양대학교,제2캠퍼스,인천,사립,인천광역시 강화군 불은면 중앙로 602-14,인천광역시 강화군 불은면 삼성리 809-170,37.71224742,126.4446642,1948-09-17
대학,연세대학교,본교,서울,사립,서울특별시 서대문구 연세로 50,서울특별시 서대문구 신촌동 134,37.56380644,126.9429309,1957-01-05
대학,연세대학교(미래),분교,강원,사립,강원특별자치도 원주시 흥업면 연세대길 1,강원특별자치도 원주시 흥업면 매지리 1496,37.2748331,127.9043277,1977-12-28
대학,영남대학교,본교,경북,사립,경상북도 경산시 대학로 280,경상북도 경산시 대동 214-1,35.83049163,128.7521801,1967-12-22
대학,영남신학대학교,본교,경북,사립,경상북도 경산시 진량읍 봉회1길 26,경상북도 경산시 진량읍 봉회리 117,35.88063594,128.8164972,1993-12-17
대학,유원대학교,본교,충북,사립,충청북도 영동군 영동읍 대학로 310,충청북도 영동군 영동읍 설계리 54,36.19589454,127.7990854,1993-12-17
대학,영산선학대학교,본교,전남,사립,전라남도 영광군 백수읍 성지로 1357,전라남도 영광군 백수읍 길용리 26,35.32735233,126.44134,1997-03-03
대학,용인대학교,본교,경기,사립,경기도 용인시 처인구 용인대학로 134,경기도 용인시 처인구 삼가동 470,37.22787888,127.1707243,1953-06-15
대학,우석대학교,본교,전북,사립,전북특별자치도 완주군 삼례읍 삼례로 443,전북특별자치도 완주군 삼례읍 후정리 490,35.91154155,127.067695,1979-05-10
대학,울산대학교,본교,울산,사립,울산광역시 남구 대학로 93,울산광역시 남구 무거동 665,35.54187596,129.2575838,1970-03-16
대학,원광대학교,본교,전북,사립,전북특별자치도 익산시 익산대로 460,전북특별자치도 익산시 신동 272,35.97171397,126.9602237,1951-09-05
대학,위덕대학교,본교,경북,사립,경상북도 경주시 강동면 동해대로 261,경상북도 경주시 강동면 유금리 525,36.01611112,129.2825906,1995-12-16
대학,을지대학교,본교,대전,사립,대전광역시 중구 계룡로771번길 77,대전광역시 중구 목동 24-14,36.33302221,127.4055717,1967-03-21
대학,을지대학교,제2캠퍼스,경기,사립,경기도 성남시 수정구 산성대로 553,경기도 성남시 수정구 양지동 212,37.46097891,127.1651468,1967-03-21
대학,이화여자대학교,본교,서울,사립,서울특별시 서대문구 이화여대길 52,서울특별시 서대문구 대현동 11-1,37.56446452,126.9502888,1946-08-15
대학,인제대학교,본교,경남,사립,경상남도 김해시 인제로 197,경상남도 김해시 어방동 607,35.25281009,128.9005153,1979-01-12
대학,인제대학교,제2캠퍼스,부산,사립,부산광역시 부산진구 복지로 75,부산광역시 부산진구 개금동 633-165,35.14645348,129.0205712,1979-01-12
대학,인천가톨릭대학교,제2캠퍼스,인천,사립,인천광역시 연수구 송도문화로120번길 20,인천광역시 연수구 송도동 193-3,37.3726903,126.6632399,2010-03-01
대학,인천가톨릭대학교,본교,인천,사립,인천광역시 강화군 양도면 고려왕릉로 53-1,인천광역시 강화군 양도면 도장리 495,37.65667342,126.4500083,1996-03-01
대학,인하대학교,본교,인천,사립,인천광역시 미추홀구 인하로 100,인천광역시 미추홀구 용현동 253-5,37.45144803,126.6515423,1954-04-24
대학,장로회신학대학교,본교,서울,사립,서울특별시 광진구 광장로5길 25-1,서울특별시 광진구 광장동 353,37.5502659,127.1031347,1961-02-02
대학,전주대학교,본교,전북,사립,전북특별자치도 전주시 완산구 천잠로 303,전북특별자치도 전주시 완산구 효자동2가 1080,35.81616417,127.0888841,1953-05-05
대학,조선대학교,본교,광주,사립,광주광역시 동구 조선대길 146,광주광역시 동구 서석동 산 57-1,35.14600564,126.9343635,1946-09-29
대학,중부대학교,본교,충남,사립,충청남도 금산군 추부면 대학로 201,충청남도 금산군 추부면 마전리 765,36.19197171,127.448704,1993-03-01
대학,중앙대학교,제2캠퍼스,경기,사립,경기도 안성시 대덕면 서동대로 4726,경기도 안성시 대덕면 내리 72-1,37.0004292,127.2287087,1916-10-17
대학,중앙대학교,본교,서울,사립,서울특별시 동작구 흑석로 84,서울특별시 동작구 흑석동 221,37.50472672,126.9538339,1916-10-17
대학,중앙승가대학교,본교,경기,사립,경기도 김포시 승가로 123,경기도 김포시 풍무동 670-1,37.60693504,126.7088665,1979-03-18
대학,백석대학교,본교,충남,사립,충청남도 천안시 동남구 백석대학로 1,충청남도 천안시 동남구 안서동 393,36.83883721,127.1825206,1994-03-01
대학,청주대학교,본교,충북,사립,충청북도 청주시 청원구 대성로 298,충청북도 청주시 청원구 내덕동 36,36.6508565,127.4951991,1947-06-06
대학,총신대학교,본교,서울,사립,서울특별시 동작구 사당로 143,서울특별시 동작구 사당동 200-1,37.48792901,126.9667631,1967-06-02
대학,추계예술대학교,본교,서울,사립,서울특별시 서대문구 북아현로11가길 7,서울특별시 서대문구 북아현동 190-1,37.56317672,126.9540593,1996-12-11
대학,한국침례신학대학교,본교,대전,사립,대전광역시 유성구 북유성대로 190,대전광역시 유성구 하기동 산 15-6,36.38473349,127.3230428,1973-12-22
대학,칼빈대학교,본교,경기,사립,경기도 용인시 기흥구 마북로 184,경기도 용인시 기흥구 마북동 142-12,37.30514593,127.1286864,1997-03-03
대학,평택대학교,본교,경기,사립,경기도 평택시 서동대로 3825,경기도 평택시 용이동 605,36.99463923,127.1339685,1990-11-28
대학,차의과학대학교,본교,경기,사립,경기도 포천시 해룡로 120,경기도 포천시 동교동 198-1,37.85598798,127.1375048,1996-12-11
대학,포항공과대학교,본교,경북,사립,경상북도 포항시 남구 청암로 77,경상북도 포항시 남구 지곡동 166-14,36.01281056,129.3267049,1986-12-03
대학,한국기술교육대학교,본교,충남,사립,충청남도 천안시 동남구 병천면 충절로 1600,충청남도 천안시 동남구 병천면 가전리 307,36.76510495,127.2812004,1991-11-02
대학,한국성서대학교,본교,서울,사립,서울특별시 노원구 동일로214길 32,서울특별시 노원구 상계동 205-4,37.64896177,127.063751,1996-12-11
대학,한국외국어대학교,본교,서울,사립,서울특별시 동대문구 이문로 107,서울특별시 동대문구 이문동 270-1,37.59829668,127.0579424,1954-04-20
대학,한국항공대학교,본교,경기,사립,경기도 고양시 덕양구 항공대학로 76,경기도 고양시 덕양구 화전동 646-6,37.59901633,126.8641725,1952-06-16
대학,한남대학교,본교,대전,사립,대전광역시 대덕구 한남로 70,대전광역시 대덕구 오정동 133,36.35279952,127.4233094,1956-03-13
대학,한동대학교,본교,경북,사립,경상북도 포항시 북구 흥해읍 한동로 558,경상북도 포항시 북구 흥해읍 남송리 3,36.10230143,129.3892661,1994-12-02
대학,한라대학교,본교,강원,사립,강원특별자치도 원주시 흥업면 한라대길 28,강원특별자치도 원주시 흥업면 흥업리 산 66,37.30398282,127.9069247,1997-03-01
대학,한림대학교,본교,강원,사립,강원특별자치도 춘천시 한림대학길 1,강원특별자치도 춘천시 옥천동 1-1,37.88542866,127.7349573,1982-03-01
대학,한서대학교,본교,충남,사립,충청남도 서산시 해미면 한서1로 46,충청남도 서산시 해미면 대곡리 8,36.69071573,126.5869649,1991-11-15
대학,한성대학교,본교,서울,사립,서울특별시 성북구 삼선교로16길 116,서울특별시 성북구 삼선동2가 389,37.58323585,127.01039,1972-12-21
대학,한세대학교,본교,경기,사립,경기도 군포시 한세로 30,경기도 군포시 당정동 964-1,37.34414801,126.9538537,1953-05-10
대학,한신대학교,본교,경기,사립,경기도 오산시 한신대길 137,경기도 오산시 양산동 400,37.19243583,127.0282139,1940-04-19
대학,한양대학교,본교,서울,사립,서울특별시 성동구 왕십리로 222,서울특별시 성동구 사근동 110,37.55450355,127.0466112,1948-07-01
대학,한양대학교(ERICA),분교,경기,사립,경기도 안산시 상록구 한양대학로 55,경기도 안산시 상록구 사동 1271,37.29800473,126.8343938,1979-01-10
대학,서울한영대학교,본교,서울,사립,서울특별시 구로구 경인로 290-42,서울특별시 구로구 개봉동 415-9,37.49656611,126.8512505,1996-11-11
대학,한일장신대학교,본교,전북,사립,전북특별자치도 완주군 상관면 왜목로 726-15,전북특별자치도 완주군 상관면 신리 694-1,35.76428301,127.2058605,1995-03-01
대학,협성대학교,본교,경기,사립,경기도 화성시 봉담읍 최루백로 72,경기도 화성시 봉담읍 상리 14,37.21325088,126.953623,1983-03-04
대학,호남대학교,본교,광주,사립,광주광역시 광산구 호남대길 120,광주광역시 광산구 서봉동 61-1,35.14996766,126.7650403,1981-07-31
대학,호남신학대학교,본교,광주,사립,광주광역시 남구 제중로 77,광주광역시 남구 양림동 108,35.14011029,126.9105687,1972-02-16
대학,호서대학교,본교,충남,사립,충청남도 아산시 배방읍 호서로79번길 20,충청남도 아산시 배방읍 세출리 165,36.73446302,127.0771069,1980-12-29
대학,홍익대학교,본교,서울,사립,서울특별시 마포구 와우산로 94,서울특별시 마포구 상수동 72-1,37.55251925,126.9249906,1946-04-25
대학,가톨릭꽃동네대학교,본교,충북,사립,충청북도 청주시 서원구 현도면 상삼길 133,충청북도 청주시 서원구 현도면 상삼리 387,36.52197304,127.4029847,1998-11-30
대학,남부대학교,본교,광주,사립,광주광역시 광산구 남부대길 1,광주광역시 광산구 월계동 864-1,35.20860925,126.8421989,1999-03-12
대학,예원예술대학교,본교,전북,사립,전북특별자치도 임실군 신평면 창인로 117,전북특별자치도 임실군 신평면 창인리 271,35.64776492,127.2714667,2000-03-02
대학,예원예술대학교,제2캠퍼스,경기,사립,경기도 양주시 은현면 예원대학로 56,경기도 양주시 은현면 용암리 784-3,37.84667225,127.0370815,2014-03-01
대학,목포가톨릭대학교,본교,전남,사립,전라남도 목포시 영산로 697,전라남도 목포시 석현동 894-1,34.82678337,126.4189198,1999-12-17
대학,부산장신대학교,본교,경남,사립,경상남도 김해시 김해대로 1894-68,경상남도 김해시 구산동 764,35.25636621,128.8616244,2000-11-29
대학,금강대학교,본교,충남,사립,충청남도 논산시 상월면 상월로 522,충청남도 논산시 상월면 대명리 14-9,36.30682659,127.189714,2002-11-16
대학,예수대학교,본교,전북,사립,전북특별자치도 전주시 완산구 서원로 383,전북특별자치도 전주시 완산구 중화산동1가 168-1,35.81609361,127.1347885,2003-03-01
대학,광주대학교,본교,광주,사립,광주광역시 남구 효덕로 277,광주광역시 남구 진월동 592-1,35.10590365,126.8961699,2004-03-01
대학,화성의과학대학교,본교,경기,사립,경기도 화성시 남양읍 남양중앙로 400-5,경기도 화성시 남양읍 남양리 1479,37.20286541,126.8396281,2004-04-07
